param L:= 10; #Number of shipping centres
param P:= 180; #Number of packages to be shipped
param V:= 120; #Number of vehicle types
param K:= 18; #number of pairs of incompatible packages
param I: 1    2:=
	1  41  93
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[51,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[52,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[53,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[54,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[55,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[56,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[57,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[58,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[59,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[60,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0

[61,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0



[62,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0



[63,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[64,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[65,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[66,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[67,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[68,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[69,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[70,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[71,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[72,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0



[73,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[74,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[75,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[76,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[77,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[78,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[79,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[80,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[81,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[82,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[83,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[84,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[85,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[86,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[87,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[88,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[89,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[90,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[91,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[92,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[93,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[94,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[95,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0


[96,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	181	93	83	111	70	165	204	86	142
	2	181	0	169	105	101	115	81	36	101	114
	3	93	169	0	120	67	74	195	202	78	190
	4	83	105	120	0	83	46	84	123	50	70
	5	111	101	67	83	0	47	139	135	34	145
	6	70	115	74	46	47	0	122	143	17	116
	7	165	81	195	84	139	122	0	70	117	41
	8	204	36	202	123	135	143	70	0	131	110
	9	86	101	78	50	34	17	117	131	0	116
	10	142	114	190	70	145	116	41	110	116	0

[97,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[98,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[99,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[100,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
	8	10200	1800	10100	6150	6750	7150	3500	0	6550	5500
	9	4300	5050	3900	2500	1700	850	5850	6550	0	5800
	10	7100	5700	9500	3500	7250	5800	2050	5500	5800	0


[101,*,*]:	1	2	3	4	5	6	7	8	9	10 :=
	1	0	9050	4650	4150	5550	3500	8250	10200	4300	7100
	2	9050	0	8450	5250	5050	5750	4050	1800	5050	5700
	3	4650	8450	0	6000	3350	3700	9750	10100	3900	9500
	4	4150	5250	6000	0	4150	2300	4200	6150	2500	3500
	5	5550	5050	3350	4150	0	2350	6950	6750	1700	7250
	6	3500	5750	3700	2300	2350	0	6100	7150	850	5800
	7	8250	4050	9750	4200	6950	6100	0	3500	5850	2050
